scnr1	854628006858	36
scnr1	721733001422	47
scnr1	811538011815	64
scnr1	086767520227	30
scnr1	080686610205	2
scnr1	080686610069	2
scnr1	080686610014	2
scnr1	088004148249	1
scnr1	088004148256	14
scnr1	721733002016	2
scnr1	089540189406	3
scnr1	721059503754	12
scnr1	898093002212	6
scnr1	681425014027	6
scnr1	08285618	5
scnr1	08285715	6
scnr1	4820000945110	4
scnr1	021296006064	8
scnr1	085000024034	1
scnr1	085000024027	8
scnr1	085000025741	12
scnr1	085000004265	7
scnr1	085000004210	17
scnr1	085000024096	11
scnr1	085000024102	3
scnr1	085000003831	7
scnr1	085000003794	16
scnr1	085000009253	15
scnr1	085000009208	9
scnr1	087236565206	9
scnr1	789764421053	1
scnr1	080480302030	3
scnr1	649188900469	4
scnr1	050037014518	1
scnr1	894164000125	2
scnr1	087236001131	15
scnr1	087236001216	11
scnr1	087236002831	6
scnr1	080432400388	8
scnr1	088110150525	12
scnr1	088110150624	7
scnr1	088110011192	11
scnr1	088110011130	11
scnr1	088110021191	9
scnr1	088110021139	7
scnr1	080686961086	8
scnr1	080686961109	4
scnr1	695521114215	9
scnr1	080686962106	6
scnr1	080686962083	5
scnr1	853936007168	2
scnr1	811538010221	7
scnr1	811538010122	2
scnr1	811538010368	9
scnr1	084692204236	4
scnr1	789764130054	6
scnr1	096749354108	8
scnr1	021296620239	3
scnr1	089540122731	15
scnr1	086767210104	4
scnr1	029929115091	8
scnr1	08217404	1
scnr1	082928236372	7
scnr1	08286015	2
scnr1	086767500106	15
scnr1	086767500090	1
scnr1	721733000371	2
scnr1	721733000944	5
scnr1	721733001101	4
scnr1	664804000378	7
scnr1	856724006220	4
scnr1	811538010887	4
scnr1	811538010924	18
scnr1	811538010931	13
scnr1	811538010870	12
scnr1	080480545604	1
scnr1	08722207	1
scnr1	089540145419	8
scnr1	089540145457	7
scnr1	089540145532	4
scnr1	736040515296	8
scnr1	082184038710	6
scnr1	082184004388	12
scnr1	082184090527	13
scnr1	082184090503	10
scnr1	082184000625	14
scnr1	082184000342	13
scnr1	082184001554	11
scnr1	082184001561	6
scnr1	080432500149	9
scnr1	080432500125	13
scnr1	011034420078	11
scnr1	011034410079	1
scnr1	862848123101	5
scnr1	862848121107	6
scnr1	674545000599	7
scnr1	674545000612	10
scnr1	083089660402	17
scnr1	083089660358	11
scnr1	096749021543	18
scnr1	096749021642	5
scnr1	088004144739	8
scnr1	088004144722	11
scnr1	721059843751	11
scnr1	080432401187	10
scnr1	085000028278	8
scnr1	085000028261	7
scnr1	085000014332	2
scnr1	085000014325	7
scnr1	044286560803	11
scnr1	081128023300	11
scnr1	080686821700	2
scnr1	851767001287	1
scnr1	086767810090	5
scnr1	085246185001	8
scnr1	085246139462	13
scnr1	082000766087	8
scnr1	087000004122	10
scnr1	087000007277	1
scnr1	087000007604	7
scnr1	082000776581	7
scnr1	082000773368	6
scnr1	080686006374	13
scnr1	080686005032	4
scnr1	080686001706	6
scnr1	080686001607	15
scnr1	088544019139	4
scnr1	088004026622	15
scnr1	088004026691	20
scnr1	088544018842	17
scnr1	088544019160	46
scnr1	088544018262	16
scnr1	664858000126	14
scnr1	664858000010	11
scnr1	088004009755	18
scnr1	087116001985	6
scnr1	088004010188	6
scnr1	082301050021	6
scnr1	088004012786	6
scnr1	08257208	10
scnr1	854501005220	5
scnr1	811751020984	10
scnr1	085676564049	3
scnr1	085676563745	15
scnr1	890355001049	81
scnr1	089540540139	6
scnr1	089540453927	6
scnr1	08237806	6
scnr1	08731409	6
scnr1	080480026219	6
scnr1	080480984281	12
scnr1	080480400668	24
scnr1	080480016210	6
scnr1	08229603	17
scnr1	853915008261	33
scnr1	00187723	6
scnr1	021296620130	102
scnr1	021296620314	30
scnr1	021296620000	34
scnr1	021296600316	50
scnr1	08240004	11
scnr1	08253202	1
scnr1	08217608	2
scnr1	08239503	1
scnr1	619947000068	82
scnr1	721059980500	7
scnr1	811751021851	7
scnr1	811751021813	16
scnr1	082184787182	9
scnr1	080432113141	56
scnr1	080432115886	10
scnr1	088110150501	10
scnr1	080432400340	20
scnr1	08911302	60
scnr1	08911108	62
scnr1	811538010955	30
scnr1	085000024003	55
scnr1	08534004	32
scnr1	08538602	74
scnr1	00040114	16
scnr1	08567206	17
scnr1	08540209	21
scnr1	082184000052	26
scnr1	082184004395	5
scnr1	082184000359	11
scnr1	835229001008	55
scnr1	835229010406	50
scnr1	080660620992	34
scnr1	08557500	40
scnr1	08567507	12
scnr1	08567817	28
scnr1	08565606	30
scnr1	08566508	15
scnr1	08588005	48
scnr1	08557801	24
scnr1	08566207	44
scnr1	089540122748	13
scnr1	02836124	85
scnr1	02836425	84
scnr1	02840127	101
scnr1	02847120	120
scnr1	02848129	92
scnr1	02848527	67
scnr1	02836823	18
scnr1	02836920	10
scnr1	02835824	29
scnr1	02835727	93
scnr1	02836328	84
scnr1	02846529	86
scnr1	02847722	84
scnr1	02847829	63
scnr1	02830324	8
scnr1	02878421	51
scnr1	02879129	26
scnr1	02878722	22
scnr1	02878926	64
scnr1	02881522	25
scnr1	02881726	35
scnr1	02879323	77
scnr1	012300197410	33
scnr1	01239332	33
scnr1	01239439	46
scnr1	01230739	60
scnr1	012300265706	7
scnr1	04333633	10
scnr1	01239031	30
scnr1	01239235	20
scnr1	026100016314	11
scnr1	02657619	101
scnr1	02657211	164
scnr1	02657512	50
scnr1	02657318	86
scnr1	09053936	10
scnr1	09055332	7
scnr1	09057136	9
scnr1	09057330	16
scnr1	09059037	37
scnr1	01232232	85
scnr1	09059338	46
scnr1	09059435	38
scnr1	09059639	60
scnr1	09059231	32
scnr1	02877228	3
scnr1	02877422	108
scnr1	02873523	19
scnr1	02895826	26
scnr1	047995855222	21
scnr1	047995855055	9
scnr1	047995855239	33
scnr1	047995855093	16
scnr1	071610499072	64
scnr1	070137100386	60
scnr1	070137100188	25
scnr1	070137005292	8
scnr1	070137000181	9
scnr1	819721010621	40
scnr1	819721010645	12
scnr1	819721010638	10
scnr1	705105723662	44
scnr1	819721010812	19
scnr3	08505923	65
scnr3	08506223	18
scnr3	08506825	36
scnr3	08511827	6
scnr3	08505525	6
scnr3	08522221	10
scnr3	08505622	18
scnr3	086003000506	12
scnr3	086003873889	12
scnr3	086003903920	30
scnr3	086003820449	4
scnr3	086003004313	18
scnr3	089819067244	5
scnr3	08506320	5
scnr3	08560203	1
scnr3	081584130000	3
scnr3	086003813854	24
scnr3	08522328	2
scnr3	086003003651	6
scnr3	086003001657	18
scnr3	08509822	6
scnr3	08509725	1
scnr3	085000025604	1
scnr3	858757000398	2
scnr3	858757000305	1
scnr3	652935100210	1
scnr3	081308002248	1
scnr3	085000026472	6
scnr3	085000018132	18
scnr3	018341151015	18
scnr3	018341151053	72
scnr3	018341151107	38
scnr3	085000020289	4
scnr3	085000021132	7
scnr3	085000021576	18
scnr3	085000018682	4
scnr3	085000014431	36
scnr3	085000020609	28
scnr3	085000016671	30
scnr3	893797001363	6
scnr3	853936007458	30
scnr3	893828001041	36
scnr3	895469002432	20
scnr3	853936007434	6
scnr3	858962004112	21
scnr3	853936007694	6
scnr3	893797001592	13
scnr3	089819543533	2
scnr3	089819090303	4
scnr3	858962004877	2
scnr3	089819543014	3
scnr3	085000011287	26
scnr3	839743001520	1
scnr3	893797001806	18
scnr3	893797001004	12
scnr3	086003004795	2
scnr3	085000018033	18
scnr3	085000011294	12
scnr3	085000011300	24
scnr3	853936007441	4
scnr3	085000021507	6
scnr3	082734001010	2
scnr3	015643554360	6
scnr3	080887551048	3
scnr3	031259046952	2
scnr3	087752005644	236
scnr3	088586621840	60
scnr3	088586004162	74
scnr3	088586625848	9
scnr3	610746000051	36
scnr3	703558800510	12
scnr3	089018004149	13
scnr3	015643257896	6
scnr3	8004385034553	2
scnr3	088586003578	1
scnr3	853706002386	5
scnr3	740549575132	7
scnr3	8009219010062	6
scnr3	811538019156	12
scnr3	088320341034	12
scnr3	088352115351	24
scnr3	087752011980	1
scnr3	654910000485	1
scnr3	086012500448	3
scnr3	088352115344	6
scnr3	082242280433	1
scnr3	082242014168	2
scnr3	082242010924	2
scnr3	089016017264	27
